Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2009061860345,2009-06-15 00:00:00,2009-04-26 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Property Damage,Checked Baggage,Ceramics - Animals; etc.,49.99,Denied,0.0,Deny,50.0,49.99
2009032056633,2009-03-04 00:00:00,2009-02-22 00:00:00,ORD,Chicago O'Hare International Airport,Air Canada,Property Damage,Checked Baggage,Alcoholic beverages,20.76,Approved,20.76,Approve in Full,10.0,0.0
0105577M,2004-01-05 00:00:00,2003-11-08 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,100.0,Approved,100.0,Approve in Full,58.0,0.0
2007121136353,2007-12-10 00:00:00,2007-11-24 00:00:00,DFW,Dallas-Fort Worth International Airport,Air India,Property Damage,Checked Baggage,Books - Reference books; cookbooks; etc.; Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Luggage (all types including footlockers),797.0,Denied,0.0,Deny,16.0,797.0
2009100664342,2009-10-01 00:00:00,2009-09-11 00:00:00,JFK,John F. Kennedy International,Air China,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),167.57,Denied,0.0,Deny,20.0,167.57
2006112716254,2006-11-20 00:00:00,2006-10-20 00:00:00,SAN,San Diego International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),175.0,Denied,0.0,Deny,31.0,175.0
0311195L,2003-03-11 00:00:00,2002-12-28 00:00:00,IND,Indianapolis International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,418.98,Denied,0.0,Deny,73.0,418.98
2008032741558,2008-03-17 00:00:00,2008-01-22 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,8.21,Denied,0.0,Deny,55.0,8.21
0612050L,2003-06-12 00:00:00,2003-06-03 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,25.0,Approved,25.0,Approve in Full,9.0,0.0
2006070709086,2006-06-28 00:00:00,2006-06-13 00:00:00,HPN,Westchester County; White Plains,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Other,182.35,Denied,0.0,Deny,15.0,182.35
2008010437382,2008-01-02 00:00:00,2007-12-28 00:00:00,CID,Eastern Iowa,Northwest Airlines,Property Damage,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),69.95,Denied,0.0,Deny,5.0,69.95
2008060245106,2008-05-28 00:00:00,2008-05-14 00:00:00,PVD,TF Green Airport; Providence,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,164.76,Denied,0.0,Deny,14.0,164.76
2005041282312,2005-04-12 00:00:00,2005-01-06 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Passenger Property Loss,Checkpoint,Other,200.0,Approved,200.0,Approve in Full,96.0,0.0
2007082730890,2007-08-23 00:00:00,2007-07-04 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,26.0,Settled,13.0,Settle,50.0,13.0
2008081248429,2008-08-07 00:00:00,2008-07-25 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,18.25,Denied,0.0,Deny,13.0,18.25
2006010398617,2005-12-22 00:00:00,2005-12-03 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,19.0,100.0
2007041123720,2007-04-09 00:00:00,2007-04-02 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,1721.48,Approved,1721.48,Approve in Full,7.0,0.0
2005092393188,2005-09-16 00:00:00,2005-08-17 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,380.0,Settled,134.38,Settle,30.0,245.62
2008072447341,2008-07-17 00:00:00,2008-07-06 00:00:00,SGF,Springfield-Branson National Airport,American Airlines,Property Damage,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,100.0,Denied,0.0,Deny,11.0,100.0
2004070158055,2004-06-10 00:00:00,2004-03-14 00:00:00,CMH,Port Columbus International,Continental Airlines,Property Damage,Checked Baggage,Other,86.6,Denied,0.0,Deny,88.0,86.6
0731006M,2003-07-31 00:00:00,2003-06-30 00:00:00,BUF,Buffalo Niagara International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Approved,50.0,Approve in Full,31.0,0.0
2007120435980,2007-11-30 00:00:00,2007-09-07 00:00:00,ICT,Wichita Mid-Continent,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,177.44,Settled,150.0,Settle,84.0,27.439999999999998
2004102865790,2004-09-09 00:00:00,2004-08-23 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,125.0,Approved,125.0,Approve in Full,17.0,0.0
2007061927131,2007-06-14 00:00:00,2007-06-12 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Other,30.0,Denied,0.0,Deny,2.0,30.0
2005082991776,2005-08-23 00:00:00,2005-08-14 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,160.0,Settled,80.0,Settle,9.0,80.0
2007061126605,2007-06-04 00:00:00,2007-05-03 00:00:00,IND,Indianapolis International,American Airlines,Passenger Property Loss,Checkpoint,Dental Equipment and Instruments; Eyeglasses - (including contact lenses),378.0,Approved,378.0,Approve in Full,32.0,0.0
2007101633488,2007-10-11 00:00:00,2007-08-21 00:00:00,BOS,Boston (Logan) International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),120.0,Denied,0.0,Deny,51.0,120.0
2004091562871,2004-08-03 00:00:00,2004-05-01 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Air Canada,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,74.18,Approved,74.18,Approve in Full,94.0,0.0
2006071009232,2006-07-07 00:00:00,2006-01-20 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),89.99,Denied,0.0,Deny,168.0,89.99
0130310M,2004-01-30 00:00:00,2004-01-13 00:00:00,SJC,Norman Y Mineta San Jose International,America West,Property Damage,Checked Baggage,Other,1700.0,Approved,1500.0,Approve in Full,17.0,200.0
2006112115961,2006-11-15 00:00:00,2006-11-10 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,145.0,Denied,0.0,Deny,5.0,145.0
2009010654137,2008-12-31 00:00:00,2008-12-25 00:00:00,SDF,Louisville International,American Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,159.99,Settled,144.0,Settle,6.0,15.990000000000009
2004122370782,2004-12-07 00:00:00,2004-11-22 00:00:00,PBI,Palm Beach International,Jet Blue,Property Damage,Checked Baggage,Locks,23.85,Approved,23.85,Approve in Full,15.0,0.0
2007020520223,2007-01-31 00:00:00,2007-01-10 00:00:00,SAN,San Diego International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Books - Fiction; paperbacks; magazines; etc.,20.0,Denied,0.0,Deny,21.0,20.0
2005120196831,2005-11-17 00:00:00,2005-11-11 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,42.8,Settled,20.0,Settle,6.0,22.799999999999997
2006062108417,2006-06-21 00:00:00,2006-05-16 00:00:00,AEX,Alexandria International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,19.95,Approved,19.95,Approve in Full,36.0,0.0
2006011399596,2006-01-10 00:00:00,2005-12-13 00:00:00,PHX,Phoenix Sky Harbor International,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),79.95,Denied,0.0,Deny,28.0,79.95
2005012874857,2005-01-14 00:00:00,2004-12-31 00:00:00,SFB,Orlando Sanford,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,359.0,Settled,179.5,Settle,14.0,179.5
2009112365629,2009-11-13 00:00:00,2009-11-10 08:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Toys - Other (including games; toys; play dolls etc.),14.96,Denied,0.0,Deny,2.0,14.96
2006101013804,2006-10-02 00:00:00,2006-09-20 00:00:00,BOS,Boston (Logan) International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.; Other,268.0,Denied,0.0,Deny,12.0,268.0
2004080960865,2004-07-12 00:00:00,2004-06-03 00:00:00,LAX,Los Angeles International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,42.0,Approved,42.0,Approve in Full,39.0,0.0
2007040223323,2007-03-29 00:00:00,2007-02-22 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,9.0,Denied,0.0,Deny,35.0,9.0
2007033023287,2007-03-29 00:00:00,2007-03-17 00:00:00,CHS,Charleston International,Delta Air Lines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.); Sporting Equipment & Supplies (footballs; parachutes; etc.),509.0,Denied,0.0,Deny,12.0,509.0
2005020375599,2005-01-11 00:00:00,2004-12-30 00:00:00,IND,Indianapolis International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,84.5,Denied,0.0,Deny,12.0,84.5
2009092163869,2009-09-21 00:00:00,2009-07-23 00:00:00,HOU,William P. Hobby,Southwest Airlines,Property Damage,Checked Baggage,Paintings and Pictures (including frames; etchings; photos; etc),42.2,Denied,0.0,Deny,60.0,42.2
2005011173474,2004-12-22 00:00:00,2004-11-22 00:00:00,PDX,Portland International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,30.0,Approved,25.0,Approve in Full,30.0,5.0
2007061426892,2007-06-12 00:00:00,2007-05-25 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checkpoint,Cell Phones,268.74,Approved,268.74,Approve in Full,18.0,0.0
2006100413619,2006-09-27 00:00:00,2006-09-02 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine; Jewelry - Fine; Jewelry - Fine,668.0,Settled,299.33,Settle,25.0,368.67
2007022621480,2007-02-22 00:00:00,2007-02-06 00:00:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Automobile Parts,240.0,Denied,0.0,Deny,16.0,240.0
2004120768652,2004-10-20 00:00:00,2004-10-10 00:00:00,RDU,Raleigh-Durham International,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,781.9,Approved,781.9,Approve in Full,10.0,0.0
2009112365592,2009-11-13 00:00:00,2009-11-03 17:15:00,MCO,Orlando International Airport,USAir,Property Damage,Checkpoint,Photographic Film,132.34,Denied,0.0,Deny,9.0,132.34
2006092713435,2006-09-27 00:00:00,2006-09-10 00:00:00,ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other; Video Recordings - Laser Discs,430.0,Denied,0.0,Deny,17.0,430.0
2004091663109,2004-09-01 00:00:00,2004-07-19 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer - Laptop,800.0,Denied,0.0,Deny,44.0,800.0
2004071259091,2004-06-22 00:00:00,2004-06-14 00:00:00,MFR,Rogue Valley International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Fish/Game,150.0,Denied,0.0,Deny,8.0,150.0
2007111935130,2007-11-15 00:00:00,2007-07-11 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),500.0,Denied,0.0,Deny,127.0,500.0
2007020920642,2007-02-08 00:00:00,2007-02-02 00:00:00,MKE,General Mitchell International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; Computer - Laptop,650.0,Denied,0.0,Deny,6.0,650.0
2007081530332,2007-08-13 00:00:00,2007-07-28 00:00:00,SNA,John Wayne,USAir,Property Damage,Checked Baggage,Other,110.0,Denied,0.0,Deny,16.0,110.0
2008091249831,2008-09-08 00:00:00,2008-05-19 00:00:00,BUR,Bob Hope,USAir,Property Damage,Checkpoint,Cameras - Digital,200.0,Denied,0.0,Deny,112.0,200.0
2008101751267,2008-10-15 00:00:00,2008-09-10 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Knick Knacks (bric-a-bracks); Luggage (all types including footlockers),200.0,Denied,0.0,Deny,35.0,200.0
0815012M,2003-08-15 00:00:00,2003-08-02 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,648.0,Settled,292.7,Settle,13.0,355.3
2009112465692,2009-11-12 00:00:00,2009-10-29 05:00:00,MOD,Modesto City County Sham Field,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,53.74,Denied,0.0,Deny,13.0,53.74
2005110795737,2005-10-28 00:00:00,2005-09-29 00:00:00,PVD,TF Green Airport; Providence,Continental Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,175.0,Denied,0.0,Deny,29.0,175.0
2005120797122,2005-11-22 00:00:00,2005-11-02 00:00:00,LAS,McCarran International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,19.33,Denied,0.0,Deny,20.0,19.33
2009061860372,2009-06-15 00:00:00,2009-06-06 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),199.0,Denied,0.0,Deny,9.0,199.0
0311101L,2003-03-11 00:00:00,2003-02-26 00:00:00,FWA,Ft. Wayne Municipal- Baer Field,UAL,Passenger Property Loss,Checked Baggage,Locks,170.0,Denied,0.0,Deny,13.0,170.0
2004062957695,2004-06-08 00:00:00,2004-03-22 00:00:00,PHX,Phoenix Sky Harbor International,Sun Country Airlines Inc,Employee Loss (MPCECA),Checked Baggage,Other,338.31,Approved,338.31,Approve in Full,78.0,0.0
2008120353066,2008-12-02 00:00:00,2008-07-06 00:00:00,MIA,Miami International Airport,Air France,Passenger Property Loss,Checked Baggage,Cameras - Digital,158.72,Denied,0.0,Deny,149.0,158.72
2007080929915,2007-08-06 00:00:00,2007-07-28 00:00:00,SYR,Syracuse-Hancock International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers); Other,433.7,Denied,0.0,Deny,9.0,433.7
2007033023263,2007-03-27 00:00:00,2007-03-09 00:00:00,DEN,Denver International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),84.74,Settled,50.0,Settle,18.0,34.739999999999995
2009073162071,2009-07-29 00:00:00,2009-07-21 00:00:00,TPA,Tampa International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,116.0,Denied,0.0,Deny,8.0,116.0
2007062127300,2007-06-20 00:00:00,2007-05-19 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,350.0,Denied,0.0,Deny,32.0,350.0
2008050944093,2008-05-02 00:00:00,2008-02-26 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,99.97,Denied,0.0,Deny,66.0,99.97
2006011199393,2006-01-06 00:00:00,2005-12-11 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Denied,0.0,Deny,26.0,50.0
2007091932261,2007-09-17 00:00:00,2007-08-15 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,33.0,20.0
2006082511602,2006-08-24 00:00:00,2006-07-30 00:00:00,ABI,Abilene Regional,American Eagle,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),185.0,Approved,185.0,Approve in Full,25.0,0.0
2008071446890,2008-07-07 00:00:00,2008-04-30 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Other,220.0,Settled,110.0,Settle,68.0,110.0
2009050558357,2009-04-17 00:00:00,2009-04-12 00:00:00,BOS,Boston (Logan) International Airport,UAL,Passenger Property Loss,Checked Baggage,Currency,500.0,Denied,0.0,Deny,5.0,500.0
2007012319274,2007-01-16 00:00:00,2007-01-05 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),93.51,Denied,0.0,Deny,11.0,93.51
2004110566467,2004-09-17 00:00:00,2004-09-01 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,88.0,Approved,88.0,Approve in Full,16.0,0.0
2008112852866,2008-11-24 00:00:00,2008-10-13 00:00:00,LAS,McCarran International,OMNI Air Express- (OY),Property Damage,Checked Baggage,Luggage (all types including footlockers),6.45,Approved,6.45,Approve in Full,42.0,0.0
2009070960992,2009-07-07 00:00:00,2009-06-17 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir,Property Damage,Checkpoint,Cell Phones,31.38,Denied,0.0,Deny,20.0,31.38
2008111752266,2008-11-10 00:00:00,2008-07-31 00:00:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Denied,0.0,Deny,102.0,100.0
0225042L,2003-02-25 00:00:00,2003-01-01 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,83.74,Settled,41.5,Settle,55.0,42.239999999999995
2004111767272,2004-10-05 00:00:00,2004-09-14 00:00:00,SYR,Syracuse-Hancock International,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,84.0,Settled,42.0,Settle,21.0,42.0
0308801M,2004-02-20 00:00:00,2004-02-15 00:00:00,MIA,Miami International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,60.0,Settle,5.0,140.0
2009072461746,2009-07-20 00:00:00,2009-03-21 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,10.0,Denied,0.0,Deny,121.0,10.0
0804032M,2003-08-04 00:00:00,2003-07-23 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,America West,Passenger Property Loss,Checked Baggage,Other,43.0,Approved,43.0,Approve in Full,12.0,0.0
0203362M,2004-02-03 00:00:00,2004-01-19 00:00:00,MIA,Miami International Airport,America Trans Air,Passenger Property Loss,Checked Baggage,Other,517.0,Approved,517.0,Approve in Full,15.0,0.0
2007011618779,2007-01-09 00:00:00,2006-12-28 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),396.8,Denied,0.0,Deny,12.0,396.8
2006011299448,2006-01-06 00:00:00,2005-12-05 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,786.49,Denied,0.0,Deny,32.0,786.49
0731102M,2003-07-31 00:00:00,2003-06-16 00:00:00,ORD,Chicago O'Hare International Airport,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Other,3000.0,Denied,3000.0,Deny,45.0,0.0
2005101494582,2005-10-07 00:00:00,2005-08-05 00:00:00,LSE,La Crosse Municipal,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,200.0,Denied,0.0,Deny,63.0,200.0
2007083131218,2007-08-30 00:00:00,2007-08-13 00:00:00,BNA,Nashville International,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Denied,0.0,Deny,17.0,50.0
0701108M,2003-07-01 00:00:00,2003-05-29 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,75.0,Denied,0.0,Deny,33.0,75.0
2005113096718,2005-11-15 00:00:00,2005-11-03 00:00:00,TUL,Tulsa International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,19.95,Approved,19.95,Approve in Full,12.0,0.0
2009082863110,2009-08-27 00:00:00,2009-08-12 00:00:00,SEA,Seattle-Tacoma International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),10.0,Approved,10.0,Approve in Full,15.0,0.0
2004121469093,2004-10-20 00:00:00,2004-10-11 00:00:00,COS,Colorado Springs Municipal,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,800.0,Denied,0.0,Deny,9.0,800.0
0701112M,2003-07-01 00:00:00,2003-06-18 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,53.45,Denied,0.0,Deny,13.0,53.45
2006112115965,2006-11-15 00:00:00,2006-10-02 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Frontier Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),240.0,Denied,0.0,Deny,44.0,240.0
2005110395590,2005-10-25 00:00:00,2005-09-22 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,330.0,Approved,330.0,Approve in Full,33.0,0.0
2004060254283,2004-05-03 00:00:00,2004-03-24 00:00:00,SRQ,Sarasota Bradenton International,Comair Inc,Property Damage,Checked Baggage,Other,20.0,Approved,20.0,Approve in Full,40.0,0.0
2004071259042,2004-06-21 00:00:00,2004-05-27 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Other,12.0,Approved,12.0,Approve in Full,25.0,0.0
2008090549528,2008-09-02 00:00:00,2008-08-26 00:00:00,DEN,Denver International Airport,USAir,Property Damage,Checked Baggage,Cameras - Digital,218.82,Denied,0.0,Deny,7.0,218.82
2006102414503,2006-10-18 00:00:00,2006-10-15 00:00:00,IAD,Washington Dulles International,Austrian Airlines,Passenger Property Loss,Checked Baggage,Locks,8.55,Approved,8.55,Approve in Full,3.0,0.0
2005081090318,2005-08-02 00:00:00,2005-07-16 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,12.0,Denied,0.0,Deny,17.0,12.0
2008062646182,2008-06-20 00:00:00,2007-07-18 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Personal Injury,Checkpoint,Boxes - Jewelry; Cigarette; Music; etc.; Jewelry - Costume,700.0,Approved,700.0,Approve in Full,338.0,0.0
0408045L,2003-04-08 00:00:00,2003-03-18 00:00:00,SJC,Norman Y Mineta San Jose International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,32.0,Approved,32.0,Approve in Full,21.0,0.0
0513031L,2003-05-13 00:00:00,2003-04-01 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,290.0,Settled,75.0,Settle,42.0,215.0
2007090631480,2007-09-04 00:00:00,2007-08-20 00:00:00,RDM,Roberts Field,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,152.0,Denied,0.0,Deny,15.0,152.0
2005102595185,2005-10-18 00:00:00,2005-09-06 00:00:00,TUS,Tucson International,America West,Passenger Property Loss,Checked Baggage,Locks,10.65,Approved,10.65,Approve in Full,42.0,0.0
2004121469123,2004-10-27 00:00:00,2004-10-01 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),42.39,Approved,42.39,Approve in Full,26.0,0.0
2004062156598,2004-05-27 00:00:00,2004-05-07 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,389.69,Settled,194.85,Settle,20.0,194.84
2004062357147,2004-06-03 00:00:00,2004-03-11 00:00:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Other,600.0,Denied,0.0,Deny,84.0,600.0
2006111715809,2006-11-13 00:00:00,2006-10-24 00:00:00,F,Foreign airport,Alitalia,Passenger Property Loss,Checked Baggage,Alcoholic beverages; Clothing - Shoes; belts; accessories; etc.,190.0,Denied,0.0,Deny,20.0,190.0
2006112716256,2006-11-17 00:00:00,2006-11-12 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; MP3 Players-(iPods; etc),84.31,Denied,0.0,Deny,5.0,84.31
2005091592547,2005-09-08 00:00:00,2005-07-18 00:00:00,IAD,Washington Dulles International,USAir,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,52.0,0.0
2009050758431,2009-04-21 00:00:00,2009-01-11 00:00:00,PWM,Portland International Jetport,Continental Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),370.0,Denied,0.0,Deny,100.0,370.0
2006010999111,2006-01-03 00:00:00,2005-12-25 00:00:00,ELP,El Paso International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),95.0,Denied,0.0,Deny,9.0,95.0
0728013M,2003-07-28 00:00:00,2003-06-16 00:00:00,HNL,Honolulu International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,126.0,Settled,100.0,Settle,42.0,26.0
2004062256998,2004-05-27 00:00:00,2004-05-09 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),180.0,Denied,0.0,Deny,18.0,180.0
2009091063477,2009-09-09 00:00:00,2009-08-23 00:00:00,FAT,Fresno Yosemite International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,288.19,Denied,0.0,Deny,17.0,288.19
2009123066961,2009-12-28 00:00:00,2009-12-20 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,300.0,Denied,0.0,Deny,8.0,300.0
2006061407969,2006-06-13 00:00:00,2006-05-30 00:00:00,SLC,Salt Lake City International Airport,Japan Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,40.0,Denied,0.0,Deny,14.0,40.0
2006071709596,2006-07-17 00:00:00,2006-03-04 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Binoculars; Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Locks,778.41,Denied,0.0,Deny,135.0,778.41
2007020620385,2007-02-02 00:00:00,2006-12-02 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Cell Phones,500.0,Denied,0.0,Deny,62.0,500.0
0609152L,2003-06-09 00:00:00,2003-05-02 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,289.99,Settled,50.0,Settle,38.0,239.99
